timestamp,city,temp_c,humidity,description
2025-09-27 14:32:51,Sydney,28.94,18,overcast clouds
2025-09-27 14:42:51,Sydney,28.69,19,overcast clouds
2025-09-27 14:52:52,Sydney,28.69,19,light rain
